70035 silly lifecycle locate-path@2.0.0~preinstall: no script for preinstall, continuing
70378 silly lifecycle validate-npm-package-license@3.0.1~preinstall: no script for preinstall, continuing
70379 silly lifecycle normalize-package-data@2.4.0~preinstall: no script for preinstall, continuing
70380 silly lifecycle read-pkg@1.1.0~preinstall: no script for preinstall, continuing
70381 silly lifecycle read-pkg-up@1.0.1~preinstall: no script for preinstall, continuing
70382 silly lifecycle meow@3.7.0~preinstall: no script for preinstall, continuing
70383 silly lifecycle vary@1.1.2~preinstall: no script for preinstall, continuing
70384 silly lifecycle vendors@1.0.1~preinstall: no script for preinstall, continuing
70385 silly lifecycle postcss-merge-rules@2.1.2~preinstall: no script for preinstall, continuing
70386 silly lifecycle assert-plus@1.0.0~preinstall: no script for preinstall, continuing
70387 silly lifecycle verror@1.10.0~preinstall: no script for preinstall, continuing
70388 silly lifecycle jsprim@1.4.1~preinstall: no script for preinstall, continuing
70389 silly lifecycle http-signature@1.1.1~preinstall: no script for preinstall, continuing
70390 silly lifecycle vm-browserify@0.0.4~preinstall: no script for preinstall, continuing
70391 silly lifecycle vue-hot-reload-api@2.2.4~preinstall: no script for preinstall, continuing
70392 silly lifecycle vue-style-loader@3.0.3~preinstall: no script for preinstall, continuing
70393 silly lifecycle vue-template-es2015-compiler@1.6.0~preinstall: no script for preinstall, continuing
70394 silly lifecycle watchpack@1.4.0~preinstall: no script for preinstall, continuing
70395 silly lifecycle source-map@0.6.1~preinstall: no script for preinstall, continuing
70396 silly lifecycle webpack-sources@1.1.0~preinstall: no script for preinstall, continuing
70397 silly lifecycle ansi-regex@3.0.0~preinstall: no script for preinstall, continuing
70398 silly lifecycle camelcase@4.1.0~preinstall: no script for preinstall, continuing
70399 silly lifecycle has-flag@2.0.0~preinstall: no script for preinstall, continuing
70400 silly lifecycle is-fullwidth-code-point@2.0.0~preinstall: no script for preinstall, continuing
70401 silly lifecycle pify@2.3.0~preinstall: no script for preinstall, continuing
70402 silly lifecycle path-type@2.0.0~preinstall: no script for preinstall, continuing
70403 silly lifecycle strip-ansi@4.0.0~preinstall: no script for preinstall, continuing
70404 silly lifecycle string-width@2.1.1~preinstall: no script for preinstall, continuing
70405 silly lifecycle strip-bom@3.0.0~preinstall: no script for preinstall, continuing
70406 silly lifecycle load-json-file@2.0.0~preinstall: no script for preinstall, continuing
70407 silly lifecycle read-pkg@2.0.0~preinstall: no script for preinstall, continuing
70408 silly lifecycle read-pkg-up@2.0.0~preinstall: no script for preinstall, continuing
70409 silly lifecycle supports-color@4.5.0~preinstall: no script for preinstall, continuing
70410 silly lifecycle which-module@2.0.0~preinstall: no script for preinstall, continuing
70411 silly lifecycle yargs-parser@7.0.0~preinstall: no script for preinstall, continuing
70412 silly lifecycle whet.extend@0.9.9~preinstall: no script for preinstall, continuing
70413 silly lifecycle svgo@0.7.2~preinstall: no script for preinstall, continuing
70414 silly lifecycle postcss-svgo@2.1.6~preinstall: no script for preinstall, continuing
70415 silly lifecycle cssnano@3.10.0~preinstall: no script for preinstall, continuing
70416 silly lifecycle which@1.3.0~preinstall: no script for preinstall, continuing
70417 silly lifecycle which-module@1.0.0~preinstall: no script for preinstall, continuing
70418 silly lifecycle wide-align@1.1.2~preinstall: no script for preinstall, continuing
70419 silly lifecycle gauge@2.7.4~preinstall: no script for preinstall, continuing
70420 silly lifecycle npmlog@4.1.2~preinstall: no script for preinstall, continuing
70421 silly lifecycle window-size@0.1.0~preinstall: no script for preinstall, continuing
70422 silly lifecycle wordwrap@0.0.2~preinstall: no script for preinstall, continuing
70423 silly lifecycle cliui@2.1.0~preinstall: no script for preinstall, continuing
70424 silly lifecycle yargs@3.10.0~preinstall: no script for preinstall, continuing
70425 silly lifecycle uglify-js@2.8.29~preinstall: no script for preinstall, continuing
70426 silly lifecycle uglifyjs-webpack-plugin@0.4.6~preinstall: no script for preinstall, continuing
70427 silly lifecycle wrap-ansi@2.1.0~preinstall: no script for preinstall, continuing
70428 silly lifecycle cliui@3.2.0~preinstall: no script for preinstall, continuing
70429 silly lifecycle wrappy@1.0.2~preinstall: no script for preinstall, continuing
70430 silly lifecycle once@1.4.0~preinstall: no script for preinstall, continuing
70431 silly lifecycle inflight@1.0.6~preinstall: no script for preinstall, continuing
70432 silly lifecycle glob@7.1.2~preinstall: no script for preinstall, continuing
70433 silly lifecycle gaze@1.1.2~preinstall: no script for preinstall, continuing
70434 silly lifecycle globule@1.2.0~preinstall: no script for preinstall, continuing
70435 silly lifecycle rimraf@2.6.2~preinstall: no script for preinstall, continuing
70436 silly lifecycle fstream@1.0.11~preinstall: no script for preinstall, continuing
70437 silly lifecycle glob@6.0.4~preinstall: no script for preinstall, continuing
70438 silly lifecycle tar@2.2.1~preinstall: no script for preinstall, continuing
70439 silly lifecycle true-case-path@1.0.2~preinstall: no script for preinstall, continuing
70440 silly lifecycle xml-char-classes@1.0.0~preinstall: no script for preinstall, continuing
70441 silly lifecycle ncname@1.0.0~preinstall: no script for preinstall, continuing
70442 silly lifecycle html-minifier@3.5.8~preinstall: no script for preinstall, continuing
70443 silly lifecycle xtend@4.0.1~preinstall: no script for preinstall, continuing
70444 silly lifecycle is-my-json-valid@2.17.1~preinstall: no script for preinstall, continuing
70445 silly lifecycle har-validator@2.0.6~preinstall: no script for preinstall, continuing
70446 silly lifecycle request@2.79.0~preinstall: no script for preinstall, continuing
70447 silly lifecycle node-gyp@3.6.2~preinstall: no script for preinstall, continuing
70448 silly lifecycle stream-http@2.7.2~preinstall: no script for preinstall, continuing
70449 silly lifecycle node-libs-browser@2.1.0~preinstall: no script for preinstall, continuing
70450 silly lifecycle y18n@3.2.1~preinstall: no script for preinstall, continuing
70451 silly lifecycle yallist@2.1.2~preinstall: no script for preinstall, continuing
70452 silly lifecycle lru-cache@4.1.1~preinstall: no script for preinstall, continuing
70453 silly lifecycle cross-spawn@3.0.1~preinstall: no script for preinstall, continuing
70454 silly lifecycle cross-spawn@5.1.0~preinstall: no script for preinstall, continuing
70455 silly lifecycle execa@0.7.0~preinstall: no script for preinstall, continuing
70456 silly lifecycle os-locale@2.1.0~preinstall: no script for preinstall, continuing
70457 silly lifecycle yargs@8.0.2~preinstall: no script for preinstall, continuing
70458 silly lifecycle camelcase@3.0.0~preinstall: no script for preinstall, continuing
70459 silly lifecycle yargs-parser@5.0.0~preinstall: no script for preinstall, continuing
70460 silly lifecycle camelcase@3.0.0~preinstall: no script for preinstall, continuing
70461 silly lifecycle yargs@7.1.0~preinstall: no script for preinstall, continuing
70462 silly lifecycle sass-graph@2.2.4~preinstall: no script for preinstall, continuing
70463 silly lifecycle axios@0.16.2~preinstall: no script for preinstall, continuing
70464 silly lifecycle babel-loader@7.1.2~preinstall: no script for preinstall, continuing
70465 silly lifecycle babel-plugin-transform-runtime@6.23.0~preinstall: no script for preinstall, continuing
70466 silly lifecycle babel-polyfill@6.26.0~preinstall: no script for preinstall, continuing
70467 silly lifecycle babel-preset-es2015@6.24.1~preinstall: no script for preinstall, continuing
70468 silly lifecycle babel-preset-stage-1@6.24.1~preinstall: no script for preinstall, continuing
70469 silly lifecycle css-loader@0.28.7~preinstall: no script for preinstall, continuing
70470 silly lifecycle express@4.16.2~preinstall: no script for preinstall, continuing
70471 silly lifecycle extract-text-webpack-plugin@2.1.2~preinstall: no script for preinstall, continuing
70472 silly lifecycle file-loader@0.11.2~preinstall: no script for preinstall, continuing
70473 silly lifecycle html-webpack-plugin@2.30.1~preinstall: no script for preinstall, continuing
70474 silly lifecycle node-sass@4.7.2~preinstall: no script for preinstall, continuing
70475 silly lifecycle only@0.0.2~preinstall: no script for preinstall, continuing
70476 silly lifecycle sass@1.0.0-beta.4~preinstall: no script for preinstall, continuing
70477 silly lifecycle sass-loader@6.0.6~preinstall: no script for preinstall, continuing
70478 silly lifecycle shelljs@0.7.8~preinstall: no script for preinstall, continuing
70479 silly lifecycle style-loader@0.17.0~preinstall: no script for preinstall, continuing
70480 silly lifecycle vue@2.5.13~preinstall: no script for preinstall, continuing
70481 silly lifecycle vue-loader@12.2.2~preinstall: no script for preinstall, continuing
70482 silly lifecycle vue-router@2.8.1~preinstall: no script for preinstall, continuing
70483 silly lifecycle vue-template-compiler@2.5.13~preinstall: no script for preinstall, continuing
70484 silly lifecycle vuex@2.5.0~preinstall: no script for preinstall, continuing
70485 silly lifecycle webpack@3.10.0~preinstall: no script for preinstall, continuing
70486 silly doReverseSerial remove 0
70487 silly doSerial move 0
70488 silly doSerial finalize 775
70489 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\abbrev
70490 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\acorn
70491 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\acorn-dynamic-import\node_modules\acorn
70492 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\acorn-dynamic-import
70493 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\ajv-keywords
70494 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\alphanum-sort
70495 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\amdefine
70496 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\ansi-regex
70497 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\ansi-styles
70498 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\aproba
70499 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\are-we-there-yet\node_modules\isarray
70500 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\arr-flatten
70501 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\arr-diff
70502 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\array-find-index
70503 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\array-flatten
70504 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\array-unique
70505 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\asn1
70506 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\assert-plus
70507 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\async-each
70508 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\async-foreach
70509 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\asynckit
70510 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\aws-sign2
70511 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\aws4
70512 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\babel-plugin-syntax-async-functions
70513 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\babel-plugin-syntax-async-generators
70514 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\babel-plugin-syntax-class-constructor-call
70515 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\babel-plugin-syntax-class-properties
70516 silly finalize D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\babel-plugin-syntax-decorators
